industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
Aerospace & Defense,Industrials,21788,3,2,6,10,4,1680307200,1672444800,2,267.4,270.0,259.3,274.0,267.4,270.0,259.3,274.0,4.3,0.0155,1683676800,0.3744,2.2,0.885496,31.457348,14.205457,337868,337868,287802,254158,254158,0.0,0.0,26700,4500,11517841408,140.45,281.3,1.7968552,258.656,200.7445,4.3,0.016080778,EUR,12061832192,0.07317,43379931,43381700,0.0,0.51941,0,64.82,4.095958,1672444800,1703980800,1672444800,461000000,8.44,18.69,0.71,1.882,13.096,0.25472593,0.0033931732,4.3,1683676800,GER,EQUITY,RHM.DE,RHM.DE,RHEINMETALL AG,Rheinmetall AG,902300400,Europe/Berlin,CEST,e5a08521-1658-37cd-bee3-3b617afd3a1c,finmb_8185600,7200000,265.5,350.0,233.0,293.4,294.5,1.8,buy,14,698000000,16.09,921000000,971000000,0.753,1.42,6409999872,31.495,147.832,0.05806,0.18478,3380000000,-306624992,174000000,0.5273,0.14368,0.114659995,EUR,
