website,industry,sector,fullTimeEmployees,auditRisk,boardRisk,previousClose,open,dayLow,dayHigh,dividendRate,dividendYield,payoutRatio,trailingPE,forwardPE,marketCap,priceToSalesTrailing12Months,enterpriseValue,profitMargins,priceToBook,trailingEps,longName,freeCashflow,symbol
https://www.nokia.com,Communication Equipment,Technology,86896,1,1,4.12,4.09,4.06,4.1,0.12,0.0269,0.1041,4.903615,8.479167,22640.068607999998,0.8905699,21558.56896,0.16981001,1.0651662,0.83,Nokia Oyj,206.0,NOK
