address2,industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,trailingEps,forwardEps,pegRatio,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,revenuePerShare,grossProfits,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
5th floor,Aerospace & Defense,Industrials,18501,2,7,4,8,6,1680307200,1672444800,2,590.8,595.6,572.6,601.4,590.8,595.6,572.6,601.4,5.3,0.0087,1680739200,0.29860002,36.36134,22.895782,571419,571419,550962,504970,504970,573.6,574.0,0,0,78379450368,328.3,666.6,607.088,443.0915,0.0,0.0,SEK,76260597760,0.0,129496000,0.032279998,0.66411,0,222.555,2.5863268,1672444800,1703980800,1680220800,15.83,25.14,0.97,0.3803357,0.0033931732,5.3,1680739200,STO,EQUITY,SAAB-B.ST,SAAB-B.ST,SAAB AB ser. B,Saab AB (publ),946886400,Europe/Stockholm,CEST,6dbae583-2aab-38c9-a1e5-aef2b26570c9,finmb_874497,7200000,575.6,735.0,636.0,679.8,685.0,2.0,buy,5,317.848,8886000000,0.0,0.0,0.0,SEK,
