industry,sector,fullTimeEmployees,compensationAsOfEpochDate,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
Electrical Equipment & Parts,Industrials,375,1672444800,2,32.7,32.7,32.7,33.7,32.7,32.7,32.7,33.7,0.0,471.42856,66.0,36845,36845,55166,81505,81505,32.92,33.06,1828803840,10.6,33.72,17.645105,26.3622,21.52332,0.0,0.0,EUR,1770436608,0.03428,15903386,55418300,0.71683997,0.13376,0,1.815,18.181818,1672444800,1703980800,1672444800,6.121,3552700,0.07,0.5,17.082,256.448,1.8109028,0.0033931732,HEL,EQUITY,KEMPOWR.HE,KEMPOWR.HE,Kempower Oyj,Kempower Oyj,1639468800,Europe/Helsinki,EEST,218c67f4-8b4c-306f-8c7f-243781f59b86,finmb_1683336654,10800000,33.0,38.0,30.0,33.3,32.5,1.7,buy,4,74019296,1.336,6903700,15652500,2.608,3.319,103643696,15.559,1.868,0.02876,0.03586,51249800,-14113637,-5420100,3.874,2.836,0.49448,0.06661,0.05834,EUR,
